STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,MEASURE,UNIT_MEASURE,SECTOR,EDITION,REGULATORY_CATEGORY,CATEGORY,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,PRICE_BASE,BASE_PER
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CHE,RIA,IX,_Z,2023,P_M,REG,2017,0.81,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CHE,RIA,IX,_Z,2023,P_O,REG,2021,0.45,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CHE,RIA,IX,_Z,2023,P_SA,REG,2017,0.83,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CHE,RIA,IX,_Z,2023,P_TR,REG,2017,0.82,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CHE,RIA,IX,_Z,2023,S_M,REG,2017,0.79,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CHE,RIA,IX,_Z,2023,S_O,REG,2017,0.45,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CHE,RIA,IX,_Z,2023,S_SA,REG,2017,0.83,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CHE,RIA,IX,_Z,2023,S_TR,REG,2017,0.8,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,TUR,RIA,IX,_Z,2023,P,REG,2017,1.33,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,TUR,RIA,IX,_Z,2023,S,REG,2021,0.56,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,TUR,RIA,IX,_Z,2023,P_M,REG,2017,0.36,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,TUR,RIA,IX,_Z,2023,P_O,REG,2017,0.2,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,TUR,RIA,IX,_Z,2023,P_SA,REG,2017,0.67,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,TUR,RIA,IX,_Z,2023,P_TR,REG,2017,0.1,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,TUR,RIA,IX,_Z,2023,S_M,REG,2017,0.06,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,TUR,RIA,IX,_Z,2023,S_O,REG,2017,0.2,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,TUR,RIA,IX,_Z,2023,S_SA,REG,2017,0.3,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,TUR,RIA,IX,_Z,2023,S_TR,REG,2021,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GBR,RIA,IX,_Z,2023,P,REG,2017,3.65,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GBR,RIA,IX,_Z,2023,S,REG,2021,3.64,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GBR,RIA,IX,_Z,2023,P_M,REG,2017,0.96,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GBR,RIA,IX,_Z,2023,P_O,REG,2017,0.85,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GBR,RIA,IX,_Z,2023,P_SA,REG,2017,1,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GBR,RIA,IX,_Z,2023,P_TR,REG,2017,0.84,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GBR,RIA,IX,_Z,2023,S_M,REG,2017,0.96,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GBR,RIA,IX,_Z,2023,S_O,REG,2017,0.85,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GBR,RIA,IX,_Z,2023,S_SA,REG,2017,1,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,GBR,RIA,IX,_Z,2023,S_TR,REG,2017,0.81,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,USA,RIA,IX,_Z,2023,S,REG,2021,2.76,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,USA,RIA,IX,_Z,2023,S_M,REG,2017,0.78,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,USA,RIA,IX,_Z,2023,S_O,REG,2021,0.57,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,USA,RIA,IX,_Z,2023,S_SA,REG,2017,0.77,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,USA,RIA,IX,_Z,2023,S_TR,REG,2017,0.73,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,EU,RIA,IX,_Z,2023,P,REG,2017,3.35,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,EU,RIA,IX,_Z,2023,S,REG,2017,3.39,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,EU,RIA,IX,_Z,2023,P_M,REG,2021,0.82,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,EU,RIA,IX,_Z,2023,P_O,REG,2017,0.84,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,EU,RIA,IX,_Z,2023,P_SA,REG,2017,0.77,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,EU,RIA,IX,_Z,2023,P_TR,REG,2017,0.93,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,EU,RIA,IX,_Z,2023,S_M,REG,2017,0.81,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,EU,RIA,IX,_Z,2023,S_O,REG,2017,0.84,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,EU,RIA,IX,_Z,2023,S_SA,REG,2021,0.77,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,EU,RIA,IX,_Z,2023,S_TR,REG,2017,0.98,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,OECD_REP,RIA,IX,_Z,2023,P,REG,2017,2.3,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,OECD_REP,RIA,IX,_Z,2023,S,REG,2017,2.09,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,OECD_REP,RIA,IX,_Z,2023,P_M,REG,2017,0.63,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,OECD_REP,RIA,IX,_Z,2023,P_O,REG,2017,0.4,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,OECD_REP,RIA,IX,_Z,2023,P_SA,REG,2017,0.75,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,OECD_REP,RIA,IX,_Z,2023,P_TR,REG,2017,0.52,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,OECD_REP,RIA,IX,_Z,2023,S_M,REG,2017,0.55,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,OECD_REP,RIA,IX,_Z,2023,S_O,REG,2017,0.39,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,OECD_REP,RIA,IX,_Z,2023,S_SA,REG,2017,0.68,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,OECD_REP,RIA,IX,_Z,2023,S_TR,REG,2017,0.47,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,BGR,RIA,IX,_Z,2023,P,REG,2021,2.08,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,BGR,RIA,IX,_Z,2023,S,REG,2021,1.89,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,BGR,RIA,IX,_Z,2023,P_M,REG,2021,0.66,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,BGR,RIA,IX,_Z,2023,P_O,REG,2021,0.57,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,BGR,RIA,IX,_Z,2023,P_SA,REG,2021,0.5,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,BGR,RIA,IX,_Z,2023,P_TR,REG,2021,0.35,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,BGR,RIA,IX,_Z,2023,S_M,REG,2021,0.65,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,BGR,RIA,IX,_Z,2023,S_O,REG,2021,0.57,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,BGR,RIA,IX,_Z,2023,S_SA,REG,2021,0.4,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,BGR,RIA,IX,_Z,2023,S_TR,REG,2021,0.28,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HRV,RIA,IX,_Z,2023,P,REG,2021,2.76,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HRV,RIA,IX,_Z,2023,S,REG,2021,0.36,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HRV,RIA,IX,_Z,2023,P_M,REG,2017,0.54,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HRV,RIA,IX,_Z,2023,P_O,REG,2021,0.47,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HRV,RIA,IX,_Z,2023,P_SA,REG,2021,0.8,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HRV,RIA,IX,_Z,2023,P_TR,REG,2021,0.95,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HRV,RIA,IX,_Z,2023,S_M,REG,2021,0.04,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HRV,RIA,IX,_Z,2023,S_O,REG,2021,0.15,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HRV,RIA,IX,_Z,2023,S_SA,REG,2021,0.17,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,HRV,RIA,IX,_Z,2023,S_TR,REG,2021,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CYP,RIA,IX,_Z,2023,P,REG,2021,1.6,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CYP,RIA,IX,_Z,2023,S,REG,2021,0.51,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CYP,RIA,IX,_Z,2023,P_M,REG,2021,0.58,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CYP,RIA,IX,_Z,2023,P_O,REG,2021,0.26,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CYP,RIA,IX,_Z,2023,P_SA,REG,2021,0.67,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CYP,RIA,IX,_Z,2023,P_TR,REG,2021,0.1,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CYP,RIA,IX,_Z,2023,S_M,REG,2021,0.05,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CYP,RIA,IX,_Z,2023,S_O,REG,2021,0.13,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CYP,RIA,IX,_Z,2023,S_SA,REG,2021,0.23,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CYP,RIA,IX,_Z,2023,S_TR,REG,2021,0.1,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,MLT,RIA,IX,_Z,2023,P,REG,2021,1.2,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,MLT,RIA,IX,_Z,2023,S,REG,2021,2.03,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,MLT,RIA,IX,_Z,2023,P_M,REG,2021,0.11,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,MLT,RIA,IX,_Z,2023,P_O,REG,2021,0.31,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,MLT,RIA,IX,_Z,2023,P_SA,REG,2021,0.23,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,MLT,RIA,IX,_Z,2023,P_TR,REG,2021,0.55,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,MLT,RIA,IX,_Z,2023,S_M,REG,2021,0.66,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,MLT,RIA,IX,_Z,2023,S_O,REG,2021,0.31,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,MLT,RIA,IX,_Z,2023,S_SA,REG,2017,0.5,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,MLT,RIA,IX,_Z,2023,S_TR,REG,2021,0.56,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ROU,RIA,IX,_Z,2023,P,REG,2021,1.93,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ROU,RIA,IX,_Z,2023,S,REG,2021,1.85,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ROU,RIA,IX,_Z,2023,P_M,REG,2021,0.53,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ROU,RIA,IX,_Z,2023,P_O,REG,2021,0.2,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ROU,RIA,IX,_Z,2023,P_SA,REG,2021,0.4,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ROU,RIA,IX,_Z,2023,P_TR,REG,2021,0.8,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ROU,RIA,IX,_Z,2023,S_M,REG,2021,0.53,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ROU,RIA,IX,_Z,2023,S_O,REG,2021,0.2,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ROU,RIA,IX,_Z,2023,S_SA,REG,2021,0.4,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,ROU,RIA,IX,_Z,2023,S_TR,REG,2021,0.72,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CHL,RIA,IX,_Z,2023,P_TR,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CHL,RIA,IX,_Z,2023,P_TR,REG,2021,0.65,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CHL,RIA,IX,_Z,2023,S_M,REG,2014,0.3,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CHL,RIA,IX,_Z,2023,S_M,REG,2021,0.35,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CHL,RIA,IX,_Z,2023,S_O,REG,2014,0.09,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CHL,RIA,IX,_Z,2023,S_O,REG,2021,0.06,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CHL,RIA,IX,_Z,2023,S_SA,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CHL,RIA,IX,_Z,2023,S_SA,REG,2021,0.63,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CHL,RIA,IX,_Z,2023,S_TR,REG,2017,0.72,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CHL,RIA,IX,_Z,2023,S_TR,REG,2014,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,COL,RIA,IX,_Z,2023,P,REG,2017,0.2,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,COL,RIA,IX,_Z,2023,S,REG,2017,0.61,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,COL,RIA,IX,_Z,2023,P_M,REG,2017,0.03,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,COL,RIA,IX,_Z,2023,P_O,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,COL,RIA,IX,_Z,2023,P_SA,REG,2017,0.17,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,COL,RIA,IX,_Z,2023,P_TR,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,COL,RIA,IX,_Z,2023,S_M,REG,2017,0.18,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,COL,RIA,IX,_Z,2023,S_O,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,COL,RIA,IX,_Z,2023,S_SA,REG,2017,0.3,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,COL,RIA,IX,_Z,2023,S_TR,REG,2017,0.13,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CRI,RIA,IX,_Z,2023,P,REG,2017,0.28,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CRI,RIA,IX,_Z,2023,S,REG,2017,2.11,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CRI,RIA,IX,_Z,2023,P_M,REG,2017,0.04,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CRI,RIA,IX,_Z,2023,P_O,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CRI,RIA,IX,_Z,2023,P_SA,REG,2017,0.23,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CRI,RIA,IX,_Z,2023,P_TR,REG,2017,0,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CRI,RIA,IX,_Z,2023,S_M,REG,2017,0.45,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CRI,RIA,IX,_Z,2023,S_O,REG,2017,0.32,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CRI,RIA,IX,_Z,2023,S_SA,REG,2017,0.47,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CRI,RIA,IX,_Z,2023,S_TR,REG,2017,0.88,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CZE,RIA,IX,_Z,2023,P,REG,2014,2.79,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CZE,RIA,IX,_Z,2023,P,REG,2021,2.76,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CZE,RIA,IX,_Z,2023,S,REG,2014,2.77,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CZE,RIA,IX,_Z,2023,S,REG,2021,2.73,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CZE,RIA,IX,_Z,2023,P_M,REG,2014,0.76,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CZE,RIA,IX,_Z,2023,P_M,REG,2021,0.75,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CZE,RIA,IX,_Z,2023,P_O,REG,2014,0.57,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CZE,RIA,IX,_Z,2023,P_O,REG,2021,0.54,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CZE,RIA,IX,_Z,2023,P_SA,REG,2017,0.67,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CZE,RIA,IX,_Z,2023,P_SA,REG,2014,0.67,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CZE,RIA,IX,_Z,2023,P_TR,REG,2014,0.79,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CZE,RIA,IX,_Z,2023,P_TR,REG,2021,0.79,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CZE,RIA,IX,_Z,2023,S_M,REG,2014,0.76,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CZE,RIA,IX,_Z,2023,S_M,REG,2021,0.75,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CZE,RIA,IX,_Z,2023,S_O,REG,2014,0.57,A,0,_Z,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2023(1.0),I,A,CZE,RIA,IX,_Z,2023,S_O,REG,2021,0.54,A,0,_Z,
