Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Nature],[Reporting Type],[Units]
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","152","Chile","2018","0.5","2018","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","152","Chile","2019","0.9","2019","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","152","Chile","2020","0.9","2020","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","152","Chile","2021","0.9","2021","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","156","China","2020","1","2020","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","170","Colombia","2005","0.35","2005","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","170","Colombia","2006","0.35","2006","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","170","Colombia","2007","0.35","2007","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","170","Colombia","2008","0.425","2008","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","170","Colombia","2009","0.475","2009","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","170","Colombia","2010","0.5","2010","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","170","Colombia","2011","0.55","2011","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","170","Colombia","2012","0.6","2012","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","170","Colombia","2013","0.6","2013","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","170","Colombia","2014","0.6","2014","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","170","Colombia","2015","0.65","2015","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","170","Colombia","2016","0.65","2016","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","170","Colombia","2017","0.65","2017","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","170","Colombia","2018","0.65","2018","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","170","Colombia","2019","1","2019","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","170","Colombia","2020","1","2020","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","170","Colombia","2021","1","2021","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","170","Colombia","2022","1","2022","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","174","Comoros","2017","0.325","2017","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","174","Comoros","2020","0","2020","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","188","Costa Rica","2005","0.25","2005","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","188","Costa Rica","2006","0.25","2006","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","188","Costa Rica","2007","0.25","2007","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","188","Costa Rica","2008","0.25","2008","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","188","Costa Rica","2009","0.25","2009","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","188","Costa Rica","2010","0.8","2010","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","188","Costa Rica","2011","0.8","2011","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","188","Costa Rica","2012","0.8","2012","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","188","Costa Rica","2013","0.8","2013","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","188","Costa Rica","2014","0.825","2014","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","188","Costa Rica","2015","0.85","2015","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","188","Costa Rica","2016","0.925","2016","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","188","Costa Rica","2017","0.925","2017","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","188","Costa Rica","2018","0.925","2018","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","188","Costa Rica","2019","0.925","2019","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","188","Costa Rica","2020","0.925","2020","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","188","Costa Rica","2021","0.925","2021","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","188","Costa Rica","2022","1","2022","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","203","Czechia","2015","0.875","2015","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","203","Czechia","2016","0.9","2016","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","203","Czechia","2017","0.925","2017","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","204","Benin","2005","0.125","2005","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","204","Benin","2006","0.1","2006","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","204","Benin","2007","0.1","2007","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","204","Benin","2008","0.125","2008","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","204","Benin","2009","0.125","2009","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","204","Benin","2010","0.1","2010","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","204","Benin","2011","0.075","2011","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","204","Benin","2012","0.1","2012","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","204","Benin","2013","0.125","2013","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","204","Benin","2014","0.1","2014","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","204","Benin","2015","0.1","2015","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","204","Benin","2016","0.1","2016","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","204","Benin","2017","0.175","2017","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","204","Benin","2018","0.175","2018","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","204","Benin","2019","0.175","2019","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","204","Benin","2020","0.25","2020","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","208","Denmark","2017","0","2017","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","208","Denmark","2019","0","2019","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","218","Ecuador","2016","0.175","2016","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","218","Ecuador","2017","0.55","2017","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","218","Ecuador","2019","0.675","2019","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","218","Ecuador","2020","0.25","2020","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","218","Ecuador","2021","0.55","2021","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","231","Ethiopia","2005","0","2005","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","231","Ethiopia","2006","0","2006","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","231","Ethiopia","2007","0","2007","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
"11","11.b","11.b.1","SG_DSR_LGRGSR","Score of adoption and implementation of national DRR strategies in line with the Sendai Framework","231","Ethiopia","2008","0","2008","","","","","United Nations Office for Disaster Risk Reduction (2024)","","Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.","C","G","INDEX"
